任务id,子任务ID,（LV),任务所在场景,接NPC(ID),接场景ID,交NPC(ID),交场景ID,iconclass,任务名称,任务描述,任务条件描述,完成条件,新增上缴材料,累计完成条件,图标显示用type,奖励用户属性,奖励道具,奖励装饰物
2371,3371,67,矮人森林,1,1000001,1,1000001,iconclass.1.lele,使用变化咒,变化自己或者好友,使用2次变化咒<!1@>/10,1/type:11;id:0;num:10;,,,,exp:500;,"[[21,1]]",[]
2372,3372,67,矮人森林,1,1000001,1,1000001,iconclass.1.lele,收集材料,提示：你可以通过变化咒来获得材料,<!1@>/25个黑水晶,,1/type:2;id:8317;num:25;,,1/cat:1;id:8317;num:25;,exp:1500;,"[[21,1]]",[]
2373,3373,67,矮人森林,1,1000001,1,1000001,iconclass.1.lele,传授魔法,点击学生传授魔法,传授学生<!1@>/48次魔法,1/type:3;id:0;num:48;,0,0,0,exp:1800;,"[[21,1]]",[]
2374,3374,67,矮人森林,1,1000001,1,1000001,iconclass.1.lele,合成术,使用合成术合成10个花斑石砖,合成合成10个花斑石砖<!1@>/10,1/type:1;id:195002;num:10;,,,,exp:850;,"[[21,1]]",[]
2375,3375,67,矮人森林,1,1000001,1,1000001,iconclass.1.lele,邀请好友,增加自己的好友数量,好友数达到<!1@>/25,,,1/invite_friends_num:>=25;,,exp:700;,"[[21,1]]",[]
2376,3376,67,矮人森林,1,1000001,1,1000001,iconclass.1.lele,收钱,在魔法世界中没有钱也是不行的,收钱<!1@>/3500G,1/type:9;id:0;num:3500;,,,,exp:875;,"[[21,1]]",[]
2377,3377,67,矮人森林,1,1000001,1,1000001,iconclass.1.lele,魔法修行,学习包括魔法课程和变化咒在内的任何魔法。提示：打开魔法书的按钮可以找到并且学会这些魔法。,学会魔法<!1@>/38种以上的魔法,,,1/study_magic_num:>=38;,,exp:1500;,"[[21,1]]",[]
2378,3378,68,矮人森林,1,1000001,1,1000001,iconclass.1.lele,成长之路,提升自己的人物等级,人物等级达到<!1@>/69级,,,1/level:>=69;,,exp:2200;,"[[21,1]]",[]
2379,3379,67,矮人森林,1,1000001,1,1000001,iconclass.1.lele,解救学生,解救被魔法吞噬的学生,解救学生<!1@>/15次,1/type:4;id:0;num:15;,,,,exp:240;,"[[21,1]]",[]
2380,3380,67,矮人森林,1,1000001,1,1000001,iconclass.1.lele,收钱,在魔法世界中没有钱也是不行的,收钱<!1@>/3500G,1/type:9;id:0;num:3500;,,,,exp:875;,"[[21,1]]",[]
2381,3381,67,矮人森林,1,1000001,1,1000001,iconclass.1.lele,传授魔法,点击学生传授魔法,传授学生<!1@>/49次魔法,1/type:3;id:0;num:49;,0,0,0,exp:1800;,"[[21,1]]",[]
2382,3382,68,矮人森林,1,1000001,1,1000001,iconclass.1.lele,解救学生,解救被魔法吞噬的学生,解救学生<!1@>/15次,1/type:4;id:0;num:15;,,,,exp:240;,"[[21,1]]",[]
2383,3383,68,矮人森林,1,1000001,1,1000001,iconclass.1.lele,使用变化咒,变化自己或者好友,使用2次变化咒<!1@>/10,1/type:11;id:0;num:10;,,,,exp:800;,"[[21,1]]",[]
2384,3384,68,矮人森林,1,1000001,1,1000001,iconclass.1.lele,使用变化咒,变化自己或者好友,使用2次变化咒<!1@>/10,1/type:11;id:0;num:10;,,,,exp:800;,"[[21,1]]",[]
2385,3385,68,矮人森林,1,1000001,1,1000001,iconclass.1.lele,收集材料,提示：你可以通过变化咒来获得材料,<!1@>/30个黑水晶,,1/type:2;id:8317;num:30;,,1/cat:1;id:8317;num:30;,exp:1500;,"[[21,1]]",[]
2386,3386,68,矮人森林,1,1000001,1,1000001,iconclass.1.lele,合成术,使用合成术合成10个花斑石砖,合成合成10个花斑石砖<!1@>/10,1/type:1;id:195002;num:10;,,,,exp:850;,"[[21,1]]",[]
2387,3387,68,矮人森林,1,1000001,1,1000001,iconclass.1.lele,合成术,使用合成术合成10个花斑石砖,合成合成10个花斑石砖<!1@>/10,1/type:1;id:195002;num:10;,,,,exp:850;,"[[21,1]]",[]
2388,3388,68,矮人森林,1,1000001,1,1000001,iconclass.1.lele,邀请好友,增加自己的好友数量,好友数达到<!1@>/26,,,1/invite_friends_num:>=26;,,exp:700;,"[[21,1]]",[]
2389,3389,68,矮人森林,1,1000001,1,1000001,iconclass.1.lele,解救学生,解救被魔法吞噬的学生,解救学生<!1@>/15次,1/type:4;id:0;num:15;,,,,exp:240;,"[[21,1]]",[]
2390,3390,68,矮人森林,1,1000001,1,1000001,iconclass.1.lele,魔法修行,学习包括魔法课程和变化咒在内的任何魔法。提示：打开魔法书的按钮可以找到并且学会这些魔法。,学会魔法<!1@>/38种以上的魔法,,,1/study_magic_num:>=38;,,exp:1500;,"[[21,1]]",[]
2391,3391,69,矮人森林,1,1000001,1,1000001,iconclass.1.lele,成长之路,提升自己的人物等级,人物等级达到<!1@>/70级,,,1/level:>=70;,,exp:2200;,"[[21,1]]",[]
2392,3392,68,矮人森林,1,1000001,1,1000001,iconclass.1.lele,解救学生,解救被魔法吞噬的学生,解救学生<!1@>/15次,1/type:4;id:0;num:15;,,,,exp:240;,"[[21,1]]",[]
2393,3393,68,矮人森林,1,1000001,1,1000001,iconclass.1.lele,收钱,在魔法世界中没有钱也是不行的,收钱<!1@>/3500G,1/type:9;id:0;num:3500;,,,,exp:875;,"[[21,1]]",[]
2394,3394,69,矮人森林,1,1000001,1,1000001,iconclass.1.lele,魔法修行,学习包括魔法课程和变化咒在内的任何魔法。提示：打开魔法书的按钮可以找到并且学会这些魔法。,学会魔法<!1@>/38种以上的魔法,,,1/study_magic_num:>=38;,,exp:1500;,"[[21,1]]",[]
2395,3395,69,矮人森林,1,1000001,1,1000001,iconclass.1.lele,收集材料,提示：你可以通过变化咒来获得材料,<!1@>/5个蓝水晶 ,,1/type:2;id:8318;num:5;,,1/cat:1;id:8318;num:5;,exp:1500;,"[[21,1]]",[]
2396,3396,70,矮人森林,1,1000001,1,1000001,iconclass.1.lele,成长之路,提升自己的人物等级,人物等级达到<!1@>/71级,,,1/level:>=71;,,exp:2200;,"[[21,1]]",[]
2397,3397,69,矮人森林,1,1000001,1,1000001,iconclass.1.lele,传授魔法,点击学生传授魔法,传授学生<!1@>/50次魔法,1/type:3;id:0;num:50;,0,0,0,exp:1800;,"[[21,1]]",[]
2398,3398,69,矮人森林,1,1000001,1,1000001,iconclass.1.lele,解救学生,解救被魔法吞噬的学生,解救学生<!1@>/15次,1/type:4;id:0;num:15;,,,,exp:240;,"[[21,1]]",[]
2399,3399,69,矮人森林,1,1000001,1,1000001,iconclass.1.lele,使用变化咒,变化自己或者好友,使用2次变化咒<!1@>/10,1/type:11;id:0;num:10;,,,,exp:800;,"[[21,1]]",[]
2400,3400,69,矮人森林,1,1000001,1,1000001,iconclass.1.lele,使用变化咒,变化自己或者好友,使用2次变化咒<!1@>/10,1/type:11;id:0;num:10;,,,,exp:800;,"[[21,1]]",[]
2401,3401,69,矮人森林,1,1000001,1,1000001,iconclass.1.lele,收集材料,提示：你可以通过变化咒来获得材料,<!1@>/10个蓝水晶 ,,1/type:2;id:8318;num:10;,,1/cat:1;id:8318;num:10;,exp:1500;,"[[21,1]]",[]
2402,3402,69,矮人森林,1,1000001,1,1000001,iconclass.1.lele,合成术,使用合成术合成10个花斑石砖,合成合成10个花斑石砖<!1@>/10,1/type:1;id:195002;num:10;,,,,exp:850;,"[[21,1]]",[]
2403,3403,69,矮人森林,1,1000001,1,1000001,iconclass.1.lele,合成术,使用合成术合成10个花斑石砖,合成合成10个花斑石砖<!1@>/10,1/type:1;id:195002;num:10;,,,,exp:850;,"[[21,1]]",[]
2404,3404,69,矮人森林,1,1000001,1,1000001,iconclass.1.lele,邀请好友,增加自己的好友数量,好友数达到<!1@>/27,,,1/invite_friends_num:>=27;,,exp:700;,"[[21,1]]",[]
2405,3405,70,矮人森林,1,1000001,1,1000001,iconclass.1.lele,解救学生,解救被魔法吞噬的学生,解救学生<!1@>/15次,1/type:4;id:0;num:15;,,,,exp:240;,"[[21,1]]",[]
2406,3406,70,矮人森林,1,1000001,1,1000001,iconclass.1.lele,魔法修行,学习包括魔法课程和变化咒在内的任何魔法。提示：打开魔法书的按钮可以找到并且学会这些魔法。,学会魔法<!1@>/38种以上的魔法,,,1/study_magic_num:>=38;,,exp:1500;,"[[21,1]]",[]
2407,3407,71,矮人森林,1,1000001,1,1000001,iconclass.1.lele,成长之路,提升自己的人物等级,人物等级达到<!1@>/72级,,,1/level:>=72;,,exp:2700;,"[[21,1]]",[]
2408,3408,70,矮人森林,1,1000001,1,1000001,iconclass.1.lele,解救学生,解救被魔法吞噬的学生,解救学生<!1@>/15次,1/type:4;id:0;num:15;,,,,exp:240;,"[[21,1]]",[]
2409,3409,70,矮人森林,1,1000001,1,1000001,iconclass.1.lele,收钱,在魔法世界中没有钱也是不行的,收钱<!1@>/3500G,1/type:9;id:0;num:3500;,,,,exp:875;,"[[21,1]]",[]
2410,3410,70,矮人森林,1,1000001,1,1000001,iconclass.1.lele,魔法修行,学习包括魔法课程和变化咒在内的任何魔法。提示：打开魔法书的按钮可以找到并且学会这些魔法。,学会魔法<!1@>/38种以上的魔法,,,1/study_magic_num:>=38;,,exp:1500;,"[[21,1]]",[]
2411,3411,70,矮人森林,1,1000001,1,1000001,iconclass.1.lele,收集材料,提示：你可以通过变化咒来获得材料,<!1@>/15个蓝水晶 ,,1/type:2;id:8318;num:15;,,1/cat:1;id:8318;num:15;,exp:1800;,"[[21,1]]",[]
2412,3412,72,矮人森林,1,1000001,1,1000001,iconclass.1.lele,成长之路,提升自己的人物等级,人物等级达到<!1@>/73级,,,1/level:>=73;,,exp:2700;,"[[21,1]]",[]
2413,3413,70,矮人森林,1,1000001,1,1000001,iconclass.1.lele,传授魔法,点击学生传授魔法,传授学生<!1@>/50次魔法,1/type:3;id:0;num:50;,0,0,0,exp:1800;,"[[21,1]]",[]
2414,3414,70,矮人森林,1,1000001,1,1000001,iconclass.1.lele,解救学生,解救被魔法吞噬的学生,解救学生<!1@>/15次,1/type:4;id:0;num:15;,,,,exp:240;,"[[21,1]]",[]
2415,3415,70,矮人森林,1,1000001,1,1000001,iconclass.1.lele,使用变化咒,变化自己或者好友,使用2次变化咒<!1@>/10,1/type:11;id:0;num:10;,,,,exp:800;,"[[21,1]]",[]
2416,3416,71,矮人森林,1,1000001,1,1000001,iconclass.1.lele,收集材料,提示：你可以通过变化咒来获得材料,<!1@>/20个蓝水晶 ,,1/type:2;id:8318;num:20;,,1/cat:1;id:8318;num:20;,exp:1800;,"[[21,1]]",[]
2417,3417,71,矮人森林,1,1000001,1,1000001,iconclass.1.lele,传授魔法,点击学生传授魔法,传授学生<!1@>/50次魔法,1/type:3;id:0;num:50;,0,0,0,exp:2200;,"[[21,1]]",[]
2418,3418,71,矮人森林,1,1000001,1,1000001,iconclass.1.lele,合成术,使用合成术合成10个花斑石砖,合成合成10个花斑石砖<!1@>/10,1/type:1;id:195002;num:10;,,,,exp:850;,"[[21,1]]",[]
2419,3419,71,矮人森林,1,1000001,1,1000001,iconclass.1.lele,邀请好友,增加自己的好友数量,好友数达到<!1@>/28,,,1/invite_friends_num:>=28;,,exp:875;,"[[21,1]]",[]
2420,3420,71,矮人森林,1,1000001,1,1000001,iconclass.1.lele,收钱,在魔法世界中没有钱也是不行的,收钱<!1@>/4000G,1/type:9;id:0;num:4000;,,,,exp:1100;,"[[21,1]]",[]
2421,3421,71,矮人森林,1,1000001,1,1000001,iconclass.1.lele,魔法修行,学习包括魔法课程和变化咒在内的任何魔法。提示：打开魔法书的按钮可以找到并且学会这些魔法。,学会魔法<!1@>/38种以上的魔法,,,1/study_magic_num:>=38;,,exp:1500;,"[[21,1]]",[]
2422,3422,73,矮人森林,1,1000001,1,1000001,iconclass.1.lele,成长之路,提升自己的人物等级,人物等级达到<!1@>/74级,,,1/level:>=74;,,exp:2700;,"[[21,1]]",[]
2423,3423,71,矮人森林,1,1000001,1,1000001,iconclass.1.lele,解救学生,解救被魔法吞噬的学生,解救学生<!1@>/15次,1/type:4;id:0;num:15;,,,,exp:240;,"[[21,1]]",[]
2424,3424,71,矮人森林,1,1000001,1,1000001,iconclass.1.lele,收钱,在魔法世界中没有钱也是不行的,收钱<!1@>/4000G,1/type:9;id:0;num:4000;,,,,exp:1100;,"[[21,1]]",[]
2425,3425,71,矮人森林,1,1000001,1,1000001,iconclass.1.lele,传授魔法,点击学生传授魔法,传授学生<!1@>/50次魔法,1/type:3;id:0;num:50;,0,0,0,exp:2200;,"[[21,1]]",[]
2426,3426,71,矮人森林,1,1000001,1,1000001,iconclass.1.lele,解救学生,解救被魔法吞噬的学生,解救学生<!1@>/15次,1/type:4;id:0;num:15;,,,,exp:240;,"[[21,1]]",[]
2427,3427,71,矮人森林,1,1000001,1,1000001,iconclass.1.lele,使用变化咒,变化自己或者好友,使用2次变化咒<!1@>/10,1/type:11;id:0;num:10;,,,,exp:800;,"[[21,1]]",[]
2428,3428,72,矮人森林,1,1000001,1,1000001,iconclass.1.lele,使用变化咒,变化自己或者好友,使用2次变化咒<!1@>/10,1/type:11;id:0;num:10;,,,,exp:800;,"[[21,1]]",[]
2429,3429,72,矮人森林,1,1000001,1,1000001,iconclass.1.lele,收集材料,提示：你可以通过变化咒来获得材料,<!1@>/25个蓝水晶 ,,1/type:2;id:8318;num:25;,,1/cat:1;id:8318;num:25;,exp:1800;,"[[21,1]]",[]
2430,3430,72,矮人森林,1,1000001,1,1000001,iconclass.1.lele,合成术,使用合成术合成10个花斑石砖,合成合成10个花斑石砖<!1@>/10,1/type:1;id:195002;num:10;,,,,exp:850;,"[[21,1]]",[]
2431,3431,72,矮人森林,1,1000001,1,1000001,iconclass.1.lele,合成术,使用合成术合成10个花斑石砖,合成合成10个花斑石砖<!1@>/10,1/type:1;id:195002;num:10;,,,,exp:850;,"[[21,1]]",[]
2432,3432,72,矮人森林,1,1000001,1,1000001,iconclass.1.lele,邀请好友,增加自己的好友数量,好友数达到<!1@>/29,,,1/invite_friends_num:>=29;,,exp:875;,"[[21,1]]",[]
2433,3433,72,矮人森林,1,1000001,1,1000001,iconclass.1.lele,解救学生,解救被魔法吞噬的学生,解救学生<!1@>/15次,1/type:4;id:0;num:15;,,,,exp:240;,"[[21,1]]",[]
2434,3434,72,矮人森林,1,1000001,1,1000001,iconclass.1.lele,魔法修行,学习包括魔法课程和变化咒在内的任何魔法。提示：打开魔法书的按钮可以找到并且学会这些魔法。,学会魔法<!1@>/38种以上的魔法,,,1/study_magic_num:>=38;,,exp:1500;,"[[21,1]]",[]
2435,3435,74,矮人森林,1,1000001,1,1000001,iconclass.1.lele,成长之路,提升自己的人物等级,人物等级达到<!1@>/75级,,,1/level:>=75;,,exp:2700;,"[[21,1]]",[]
2436,3436,72,矮人森林,1,1000001,1,1000001,iconclass.1.lele,解救学生,解救被魔法吞噬的学生,解救学生<!1@>/15次,1/type:4;id:0;num:15;,,,,exp:240;,"[[21,1]]",[]
2437,3437,72,矮人森林,1,1000001,1,1000001,iconclass.1.lele,收钱,在魔法世界中没有钱也是不行的,收钱<!1@>/4000G,1/type:9;id:0;num:4000;,,,,exp:1100;,"[[21,1]]",[]
2438,3438,72,矮人森林,1,1000001,1,1000001,iconclass.1.lele,魔法修行,学习包括魔法课程和变化咒在内的任何魔法。提示：打开魔法书的按钮可以找到并且学会这些魔法。,学会魔法<!1@>/38种以上的魔法,,,1/study_magic_num:>=38;,,exp:1500;,"[[21,1]]",[]
2439,3439,72,矮人森林,1,1000001,1,1000001,iconclass.1.lele,收集材料,提示：你可以通过变化咒来获得材料,<!1@>/30个蓝水晶 ,,1/type:2;id:8318;num:30;,,1/cat:1;id:8318;num:30;,exp:1800;,"[[21,1]]",[]
2440,3440,75,矮人森林,1,1000001,1,1000001,iconclass.1.lele,合成术,使用合成术合成10个花斑石砖,合成合成10个花斑石砖<!1@>/10,1/type:1;id:195002;num:10;,,,,exp:850;,"[[21,1]]",[]
2441,3441,73,矮人森林,1,1000001,1,1000001,iconclass.1.lele,传授魔法,点击学生传授魔法,传授学生<!1@>/50次魔法,1/type:3;id:0;num:50;,0,0,0,exp:2200;,"[[21,1]]",[]
2442,3442,73,矮人森林,1,1000001,1,1000001,iconclass.1.lele,解救学生,解救被魔法吞噬的学生,解救学生<!1@>/15次,1/type:4;id:0;num:15;,,,,exp:240;,"[[21,1]]",[]
2443,3443,73,矮人森林,1,1000001,1,1000001,iconclass.1.lele,使用变化咒,变化自己或者好友,使用2次变化咒<!1@>/10,1/type:11;id:0;num:10;,,,,exp:800;,"[[21,1]]",[]
2444,3444,73,矮人森林,1,1000001,1,1000001,iconclass.1.lele,收集材料,提示：你可以通过变化咒来获得材料,<!1@>/35个蓝水晶 ,,1/type:2;id:8318;num:35;,,1/cat:1;id:8318;num:35;,exp:1800;,"[[21,1]]",[]
2445,3445,73,矮人森林,1,1000001,1,1000001,iconclass.1.lele,传授魔法,点击学生传授魔法,传授学生<!1@>/50次魔法,1/type:3;id:0;num:50;,0,0,0,exp:2200;,"[[21,1]]",[]
2446,3446,73,矮人森林,1,1000001,1,1000001,iconclass.1.lele,合成术,使用合成术合成10个花斑石砖,合成合成10个花斑石砖<!1@>/10,1/type:1;id:195002;num:10;,,,,exp:850;,"[[21,1]]",[]
2447,3447,73,矮人森林,1,1000001,1,1000001,iconclass.1.lele,邀请好友,增加自己的好友数量,好友数达到<!1@>/30,,,1/invite_friends_num:>=30;,,exp:875;,"[[21,1]]",[]
2448,3448,73,矮人森林,1,1000001,1,1000001,iconclass.1.lele,收钱,在魔法世界中没有钱也是不行的,收钱<!1@>/4000G,1/type:9;id:0;num:4000;,,,,exp:1100;,"[[21,1]]",[]
2449,3449,73,矮人森林,1,1000001,1,1000001,iconclass.1.lele,魔法修行,学习包括魔法课程和变化咒在内的任何魔法。提示：打开魔法书的按钮可以找到并且学会这些魔法。,学会魔法<!1@>/38种以上的魔法,,,1/study_magic_num:>=38;,,exp:1500;,"[[21,1]]",[]
2450,3450,73,矮人森林,1,1000001,1,1000001,iconclass.1.lele,合成术,使用合成术合成10个花斑石砖,合成合成10个花斑石砖<!1@>/10,1/type:1;id:195002;num:10;,,,,exp:850;,"[[21,1]]",[]
2451,3451,73,矮人森林,1,1000001,1,1000001,iconclass.1.lele,解救学生,解救被魔法吞噬的学生,解救学生<!1@>/15次,1/type:4;id:0;num:15;,,,,exp:240;,"[[21,1]]",[]
2452,3452,73,矮人森林,1,1000001,1,1000001,iconclass.1.lele,收钱,在魔法世界中没有钱也是不行的,收钱<!1@>/4000G,1/type:9;id:0;num:4000;,,,,exp:1100;,"[[21,1]]",[]
2453,3453,74,矮人森林,1,1000001,1,1000001,iconclass.1.lele,魔法修行,学习包括魔法课程和变化咒在内的任何魔法。提示：打开魔法书的按钮可以找到并且学会这些魔法。,学会魔法<!1@>/38种以上的魔法,,,1/study_magic_num:>=38;,,exp:1500;,"[[21,1]]",[]
2454,3454,74,矮人森林,1,1000001,1,1000001,iconclass.1.lele,收集材料,提示：你可以通过变化咒来获得材料,<!1@>/40个蓝水晶 ,,1/type:2;id:8318;num:40;,,1/cat:1;id:8318;num:40;,exp:1800;,"[[21,1]]",[]
2455,3455,74,矮人森林,1,1000001,1,1000001,iconclass.1.lele,合成术,使用合成术合成10个花斑石砖,合成合成10个花斑石砖<!1@>/10,1/type:1;id:195002;num:10;,,,,exp:850;,"[[21,1]]",[]
2456,3456,74,矮人森林,1,1000001,1,1000001,iconclass.1.lele,传授魔法,点击学生传授魔法,传授学生<!1@>/50次魔法,1/type:3;id:0;num:50;,0,0,0,exp:2200;,"[[21,1]]",[]
2457,3457,74,矮人森林,1,1000001,1,1000001,iconclass.1.lele,解救学生,解救被魔法吞噬的学生,解救学生<!1@>/15次,1/type:4;id:0;num:15;,,,,exp:240;,"[[21,1]]",[]
2458,3458,74,矮人森林,1,1000001,1,1000001,iconclass.1.lele,使用变化咒,变化自己或者好友,使用2次变化咒<!1@>/10,1/type:11;id:0;num:10;,,,,exp:800;,"[[21,1]]",[]
2459,3459,74,矮人森林,1,1000001,1,1000001,iconclass.1.lele,传授魔法,点击学生传授魔法,传授学生<!1@>/50次魔法,1/type:3;id:0;num:50;,0,0,0,exp:2200;,"[[21,1]]",[]
2460,3460,74,矮人森林,1,1000001,1,1000001,iconclass.1.lele,解救学生,解救被魔法吞噬的学生,解救学生<!1@>/15次,1/type:4;id:0;num:15;,,,,exp:240;,"[[21,1]]",[]
2461,3461,74,矮人森林,1,1000001,1,1000001,iconclass.1.lele,使用变化咒,变化自己或者好友,使用2次变化咒<!1@>/10,1/type:11;id:0;num:10;,,,,exp:800;,"[[21,1]]",[]
2462,3462,74,矮人森林,1,1000001,1,1000001,iconclass.1.lele,使用变化咒,变化自己或者好友,使用2次变化咒<!1@>/10,1/type:11;id:0;num:10;,,,,exp:800;,"[[21,1]]",[]
2463,3463,74,矮人森林,1,1000001,1,1000001,iconclass.1.lele,收集材料,提示：你可以通过变化咒来获得材料,<!1@>/45个蓝水晶 ,,1/type:2;id:8318;num:45;,,1/cat:1;id:8318;num:45;,exp:1800;,"[[21,1]]",[]
2464,3464,74,矮人森林,1,1000001,1,1000001,iconclass.1.lele,合成术,使用合成术合成10个花斑石砖,合成合成10个花斑石砖<!1@>/10,1/type:1;id:195002;num:10;,,,,exp:850;,"[[21,1]]",[]
2465,3465,74,矮人森林,1,1000001,1,1000001,iconclass.1.lele,合成术,使用合成术合成10个花斑石砖,合成合成10个花斑石砖<!1@>/10,1/type:1;id:195002;num:10;,,,,exp:850;,"[[21,1]]",[]
2466,3466,74,矮人森林,1,1000001,1,1000001,iconclass.1.lele,邀请好友,增加自己的好友数量,好友数达到<!1@>/31,,,1/invite_friends_num:>=31;,,exp:875;,"[[21,1]]",[]
2467,3467,75,矮人森林,1,1000001,1,1000001,iconclass.1.lele,解救学生,解救被魔法吞噬的学生,解救学生<!1@>/15次,1/type:4;id:0;num:15;,,,,exp:240;,"[[21,1]]",[]
2468,3468,75,矮人森林,1,1000001,1,1000001,iconclass.1.lele,合成术,使用合成术合成10个花斑石砖,合成合成10个花斑石砖<!1@>/10,1/type:1;id:195002;num:10;,,,,exp:850;,"[[21,1]]",[]
2469,3469,75,矮人森林,1,1000001,1,1000001,iconclass.1.lele,合成术,使用合成术合成10个花斑石砖,合成合成10个花斑石砖<!1@>/10,1/type:1;id:195002;num:10;,,,,exp:850;,"[[21,1]]",[]
2470,3470,75,矮人森林,1,1000001,1,1000001,iconclass.1.lele,邀请好友,增加自己的好友数量,好友数达到<!1@>/32,,,1/invite_friends_num:>=32;,,exp:875;,"[[21,1]]",[]
2471,3471,75,矮人森林,1,1000001,1,1000001,iconclass.1.lele,解救学生,解救被魔法吞噬的学生,解救学生<!1@>/15次,1/type:4;id:0;num:15;,,,,exp:240;,"[[21,1]]",[]
2472,3472,75,矮人森林,1,1000001,1,1000001,iconclass.1.lele,合成术,使用合成术合成10个花斑石砖,合成合成10个花斑石砖<!1@>/10,1/type:1;id:195002;num:10;,,,,exp:850;,"[[21,1]]",[]
2473,3473,75,矮人森林,1,1000001,1,1000001,iconclass.1.lele,合成术,使用合成术合成10个花斑石砖,合成合成10个花斑石砖<!1@>/10,1/type:1;id:195002;num:10;,,,,exp:850;,"[[21,1]]",[]
2474,3474,75,矮人森林,1,1000001,1,1000001,iconclass.1.lele,合成术,使用合成术合成10个花斑石砖,合成合成10个花斑石砖<!1@>/10,1/type:1;id:195002;num:10;,,,,exp:850;,"[[21,1]]",[]
2475,3475,75,矮人森林,1,1000001,1,1000001,iconclass.1.lele,合成术,使用合成术合成10个花斑石砖,合成合成10个花斑石砖<!1@>/10,1/type:1;id:195002;num:10;,,,,exp:850;,"[[21,1]]",[]
2476,3476,75,矮人森林,1,1000001,1,1000001,iconclass.1.lele,邀请好友,增加自己的好友数量,好友数达到<!1@>/33,,,1/invite_friends_num:>=33;,,exp:1100;,"[[21,1]]",[]
2477,3477,75,矮人森林,1,1000001,1,1000001,iconclass.1.lele,解救学生,解救被魔法吞噬的学生,解救学生<!1@>/15次,1/type:4;id:0;num:15;,,,,exp:240;,"[[21,1]]",[]
2478,3478,75,矮人森林,1,1000001,1,1000001,iconclass.1.lele,合成术,使用合成术合成10个花斑石砖,合成合成10个花斑石砖<!1@>/10,1/type:1;id:195002;num:10;,,,,exp:850;,"[[21,1]]",[]
2479,3479,75,矮人森林,1,1000001,1,1000001,iconclass.1.lele,合成术,使用合成术合成10个花斑石砖,合成合成10个花斑石砖<!1@>/10,1/type:1;id:195002;num:10;,,,,exp:850;,"[[21,1]]",[]
2480,3480,75,矮人森林,1,1000001,1,1000001,iconclass.1.lele,邀请好友,增加自己的好友数量,好友数达到<!1@>/34,,,1/invite_friends_num:>=34;,,exp:1100;,"[[21,1]]",[]
2481,3481,75,矮人森林,1,1000001,1,1000001,iconclass.1.lele,解救学生,解救被魔法吞噬的学生,解救学生<!1@>/15次,1/type:4;id:0;num:15;,,,,exp:240;,"[[21,1]]",[]
2482,3482,75,矮人森林,1,1000001,1,1000001,iconclass.1.lele,合成术,使用合成术合成10个花斑石砖,合成合成10个花斑石砖<!1@>/10,1/type:1;id:195002;num:10;,,,,exp:850;,"[[21,1]]",[]
2483,3483,75,矮人森林,1,1000001,1,1000001,iconclass.1.lele,合成术,使用合成术合成10个花斑石砖,合成合成10个花斑石砖<!1@>/10,1/type:1;id:195002;num:10;,,,,exp:850;,"[[21,1]]",[]
2484,3484,75,矮人森林,1,1000001,1,1000001,iconclass.1.lele,合成术,使用合成术合成10个花斑石砖,合成合成10个花斑石砖<!1@>/10,1/type:1;id:195002;num:10;,,,,exp:850;,"[[21,1]]",[]
2485,3485,75,矮人森林,1,1000001,1,1000001,iconclass.1.lele,合成术,使用合成术合成10个花斑石砖,合成合成10个花斑石砖<!1@>/10,1/type:1;id:195002;num:10;,,,,exp:850;,"[[21,1]]",[]
2486,3486,75,矮人森林,1,1000001,1,1000001,iconclass.1.lele,邀请好友,增加自己的好友数量,好友数达到<!1@>/35,,,1/invite_friends_num:>=35;,,exp:1100;,"[[21,1]]",[]
2487,3487,75,矮人森林,1,1000001,1,1000001,iconclass.1.lele,解救学生,解救被魔法吞噬的学生,解救学生<!1@>/15次,1/type:4;id:0;num:15;,,,,exp:240;,"[[21,1]]",[]
2488,3488,75,矮人森林,1,1000001,1,1000001,iconclass.1.lele,合成术,使用合成术合成10个花斑石砖,合成合成10个花斑石砖<!1@>/10,1/type:1;id:195002;num:10;,,,,exp:850;,"[[21,1]]",[]
2489,3489,75,矮人森林,1,1000001,1,1000001,iconclass.1.lele,合成术,使用合成术合成10个花斑石砖,合成合成10个花斑石砖<!1@>/10,1/type:1;id:195002;num:10;,,,,exp:850;,"[[21,1]]",[]
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
